,country,FSI,EPI,C1,C2,C3,E1,E2,E3,P1,P2,P3,S1,S2,X1
1108,Pakistan2010,102.5,51.24,9.7,9.5,9.4,6.2,8.4,7.9,8.9,7.3,8.9,8.1,8.9,9.3
1109,Panama2010,59.3,78.1,5.2,3,4.4,5.6,7.5,5,4.8,5.5,4.5,6.3,3.5,4
1110,Papua New Guinea2010,83.9,45.98,6.5,7.1,7.1,6.3,9,7.7,7.8,8.3,6.3,7.5,4.2,6.1
1111,Paraguay2010,72.1,68.45,5.9,7.5,6.3,6.2,8,5.8,8.3,5.8,6.7,6.2,1.5,3.9
1112,Peru2010,76.9,71.4,7.4,6.9,6.7,5.6,8,7,6.9,6.5,5.5,6.4,4.5,5.5
1113,Philippines2010,87.1,71.62,7.9,8,7.6,5.8,7.4,7,8.6,6.3,7.5,7.7,6.7,6.6
1114,Poland2010,49,78.54,2.4,3.7,3.3,5,4.8,5.9,4.5,3.7,3.8,4.7,3.2,4
1115,Portugal2010,33.1,87.42,1.4,1.2,2.6,4.7,3.7,2.2,1.9,3.6,3.5,3.7,1.8,2.8
1116,Qatar2010,51.8,68.9,2.7,5,5.2,4.1,5.3,3.4,6.3,2.6,4.7,4.5,3,5
1117,Romania2010,60.2,79.09,4.1,5.2,5.6,5.6,5.6,4.9,6,4.8,4.3,5.4,3.2,5.5
1118,Russia2010,79,81.86,6.8,7.6,7.1,5.1,7.9,6,8.1,5.5,8,6.7,5.4,4.8
1119,Rwanda2010,88.7,50.23,5,8,8.5,7,7.2,7,7.5,7.4,7.5,9.1,7,7.5
1120,Samoa2010,71.1,67.11,5.8,5.3,5.1,6.2,6.6,8,6.4,5.1,4.5,6.9,3.1,8.1
1121,Sao Tome and Principe2010,75.8,44.79,6,6.7,5.1,7.3,5.9,7,7.3,7.3,5.1,7.5,4.1,6.5
1122,Saudi Arabia2010,77.5,69.58,7.8,7.8,7.8,3.1,7.3,3.5,8.2,4.1,9.1,6.3,6.2,6.3
1123,Senegal2010,74.6,64.08,6.3,4.2,6.1,6.2,7,5.8,5.9,7.4,6,7.6,6.2,5.9
1124,Serbia2010,77.8,75.07,6.5,8,7.8,6.2,6.9,5.3,6.8,5.2,5.6,5.6,6.9,7
1125,Seychelles2010,67.9,67.59,5.6,6,5,5.8,6.9,4.5,7,4.5,5.9,6.1,4.3,6.3
1126,Sierra Leone2010,93.6,41.88,5.9,7.8,6.7,8.6,8.8,8.3,7.7,9.1,6.8,9.1,7.1,7.7
1127,Singapore2010,34.8,89.88,1.5,4.1,2.9,3.7,3.1,2.5,4.2,1.7,4.4,2.8,0.9,3
1128,Slovenia2010,36,86.34,2.8,1.3,3.4,4,5,3.3,2.8,3,3,3.4,1.4,2.6
1129,Solomon Islands2010,88.6,44.33,7,8,7,8,7.9,5.4,8.1,8.2,6.8,8.3,4.8,9.1
1130,Somalia2010,114.3,26.47,10,10,9.7,9.6,8,8.3,10,9.6,9.9,9.6,10,9.6
1131,South Africa2010,67.9,68.31,4.1,5.9,5.6,5,8.5,4.4,5.8,5.5,4.7,8.4,7,3
1132,South Korea2010,41.3,70.73,1.5,3.6,3.9,2.8,2.5,4.8,3.9,2.3,2.8,3.6,3.3,6.3
1133,Spain2010,43.5,87.44,5.3,5.7,6.3,4.4,5,1.8,1.6,2.4,2.5,3.7,2.8,2
1134,Sri Lanka2010,95.7,64.6,8.5,9.4,9.6,5.9,8.7,6.7,8.6,6.4,8.8,7.3,9.4,6.4
1135,Sudan2010,111.8,40.89,9.8,9.9,9.9,6.7,9.5,8.7,9.9,9.3,9.9,8.8,9.8,9.6
1136,Suriname2010,72.5,70.75,6,5.8,6.4,6.6,7.7,6.7,6.5,5.1,5.8,6,3.7,6.2
1137,Swaziland2010,82.8,59.55,6.6,6.9,4.2,8.2,6.2,6.2,8.6,7.6,7.7,9.1,4.2,7.3
1138,Sweden2010,20.9,89.09,1.3,1.3,1.3,2.2,2.1,1.8,0.8,1.3,1.8,2.7,2.7,1.6
1139,Switzerland2010,21.8,86.96,1.2,1,3.3,2.4,2.6,1.8,1,1.4,2.2,2.4,1.5,1
1140,Syria2010,87.9,63.25,7.6,7.8,8.3,6.3,7.8,6.6,8.6,5.5,8.8,5.9,8.9,5.8
1141,Tajikistan2010,89.2,72.6,7.3,8.4,6.9,7.5,7.1,6.3,8.9,7.3,8.7,8,6.2,6.6
1142,Tanzania2010,81.2,56.09,5.6,6,6.4,7.2,6.7,6.1,6.5,8.3,5.9,8.2,7.3,7
1143,Thailand2010,78.8,69.47,7.4,8,7.8,4.3,7.5,4.7,8,5.4,7,6.7,6.7,5.3
1144,Timor-Leste2010,98.2,53.45,8.8,8.7,7.5,8.4,7,6.1,9.1,8.7,7,8.6,9.1,9.2
1145,Togo2010,88.1,43.77,7.6,7.6,5.6,8,7.6,7,7.5,8.4,7.7,8,6.2,6.9
1146,Trinidad and Tobago2010,66.1,76.47,6,5.6,4.9,4.8,7.2,7.3,5.9,5.2,5.4,5.6,3.1,5.1
1147,Tunisia2010,67.5,76.51,6.5,6,5.4,5,7,5.2,6.4,5.7,7.5,5.7,3.4,3.7
1148,Turkey2010,77.1,65.03,7.4,7.8,8,5.8,7.8,4.8,6,5.4,5.5,6.3,6.3,6
1149,Turkmenistan2010,82.5,71.1,7.7,7.7,6.3,6.6,7.4,5.4,8.4,7,9,6.8,4.6,5.6
1150,Uganda2010,97.5,55.51,8.7,8.6,8.5,7.2,8.4,6.9,7.9,8.2,7.6,8.7,8.9,7.9
1151,Ukraine2010,69.5,77.06,3.8,7.9,6.9,6.3,6.2,6.6,7.2,4,5.3,5.6,3.1,6.6
1152,United Arab Emirates2010,52.4,70.99,2.7,4,4.7,3.9,5.7,3.3,6.7,3.4,5.9,4.4,3.2,4.5
1153,United Kingdom2010,33.9,87.79,2.7,3.2,4.1,3,4.5,1.8,1.6,2.3,2.3,3.2,3,2.2
1154,Uruguay2010,41.3,73.49,3.4,3,2,4,5,5.6,2.6,3.4,2.5,4.3,1.3,4.2
1155,Uzbekistan2010,90.5,66.2,8.8,9,7.4,7,8.5,6.6,8.5,6.4,9.3,7.7,5.1,6.2
1156,Venezuela2010,78.7,77.63,6.7,7.5,6.8,5.8,7.6,6.7,7.2,6.1,7.2,6.3,5.1,5.7
1157,Yemen2010,100,47.58,8.9,9.2,8.2,7.9,8.6,7.2,8.7,8.6,8,8.6,8.3,7.8
1158,Zambia2010,83.9,63.01,5,6.1,5.4,8,7.3,7.1,7.5,8,5.9,9,7.3,7.3
1159,Zimbabwe2010,110.2,58.96,9.2,9.5,8.8,9.6,9.4,9.7,9.6,9.4,9.5,9.4,8.6,7.5
1160,Afghanistan2009,108.2,34.38,9.9,9.1,9.6,8.3,8.4,7.2,9.8,8.9,8.8,9.3,8.9,10
1161,Albania2009,70,66.12,5.5,5.9,5.4,6.5,5.9,7.2,7.3,5.8,5.8,6.4,2.6,5.7
1162,Algeria2009,80.6,71.15,7,6.7,7.7,4.6,7.3,6.2,7.7,6.7,7.6,6.7,6.7,5.7
1163,Angola2009,85,49.01,6.2,7.3,6.1,4.5,9.4,5.5,8,8,7.2,8.6,7,7.2
1164,Antigua and Barbuda2009,62.8,67.2,5,4.4,4.3,4.8,6.5,7.8,5.8,5,5,4.7,3.6,5.9
1165,Argentina2009,44.7,79.52,2.1,3.1,4.5,4.8,5.5,4,3.4,4.2,4,4.1,2,3
1166,Armenia2009,74.3,77.78,5.3,6.9,6,5.3,6.5,6.7,7.1,5.4,6.1,5.9,7.2,5.9
1167,Australia2009,25.9,87.19,1,1.5,3.4,2.8,4.4,1.1,1.4,1.4,2.5,3.1,2.2,1.1
1168,Austria2009,27.6,82.53,1,2.4,3.6,2.3,4.9,1.1,1.6,1.4,1.6,2.9,2.2,2.6
1169,Azerbaijan2009,84.6,79.9,7.3,7.9,7.9,6.1,7.4,5.7,8.2,5.5,7,6.4,8.2,7
1170,Bahrain2009,59,69.11,4.4,6.1,6.4,3.5,5.9,3.7,6.9,3.1,5,5,3.1,5.9
1171,Bangladesh2009,98.1,41.91,8,8.9,9.4,8,9,8.4,8.5,8,7.6,8.9,6.9,6.5
1172,Barbados2009,57.2,54.08,5,4.5,5.3,5.2,7.1,7,4.5,2.8,3,4.1,3.3,5.4
1173,Belarus2009,82.3,77.94,6.6,8.1,6.9,6.6,7.2,5,8.9,6.6,8,7.2,4.1,7.1
1174,Belgium2009,33.5,78.24,1.7,3.5,4.9,3.2,4.9,1.3,2.8,2,1.7,2.8,1.7,3
1175,Belize2009,69.5,73.44,5.9,4.6,4.9,6,7.3,6.9,6.2,5.7,4,7,5,6
1176,Benin2009,75.5,39.79,5.2,4.3,4.1,6.9,7.4,7,6.6,8,5.6,7.5,6.2,6.7
1177,Bhutan2009,87.3,63.76,5.5,7.7,7.9,7.5,8.7,6.8,7.4,7.2,8.4,6.5,7.5,6.2
1178,Bolivia2009,86.3,69.32,6.4,8.2,7.5,7,8.7,6.9,7.6,7.7,6.8,7.8,4.9,6.8
1179,Bosnia and Herzegovina2009,83.3,56.86,7.4,8.7,8.2,5.5,7.3,5.8,8.2,5.6,5.4,5.5,7.2,8.5
1180,Botswana2009,68.8,68.97,4,2.8,4.3,5.6,7.2,6,5.8,6.4,5,9.2,6.7,5.8
1181,Brazil2009,69.1,79.56,6.9,5.1,6.4,4.1,8.9,5,6.4,6,5.6,6.4,3.9,4.4
1182,Brunei Darussalam2009,68.1,65.38,6.1,7.4,6.6,3.4,7.8,4,7.9,3.6,6.8,5.4,4.4,4.7
1183,Bulgaria2009,61.5,72.7,5.3,4.6,4.4,5,6.3,6,6,5,4.8,4.7,3.8,5.6
1184,Burkina Faso2009,91.3,40.73,7.5,7.6,6.1,8.2,9,6.5,7.9,9,6.5,9,6,8
1185,Burundi2009,95.7,40.49,7.3,7.7,7.5,8,8.4,6.5,7.5,9,7.6,9.2,8.1,8.9
1186,Cambodia2009,87.3,47.69,6.5,7.5,7,7.5,7.2,8,8.5,7.9,7.4,7.9,5.2,6.7
1187,Cameroon2009,95.3,49.89,7.8,8.7,7.2,6.9,8.9,8,9.2,8,8,8,7.5,7.1
1188,Canada2009,27.7,83.16,1.1,2.4,3,2,4.7,2.1,1.7,1.2,2.1,3.3,2.4,1.7
1189,Cape Verde2009,78.5,51.12,5.7,6.1,4.4,7.2,6.2,8.2,7.4,7.6,6.2,7.9,4,7.6
1190,Central African Republic2009,105.4,45.47,9.6,9.5,8.6,8.4,9.1,5.7,9.3,9.3,8.9,8.9,9,9.1
1191,Chad2009,112.2,36.04,9.9,9.8,9.8,8.3,9.3,7.8,9.8,9.6,9.5,9.3,9.4,9.7
1192,Chile2009,37.5,78.01,2,1.5,3.6,4.3,4.4,2.1,2,4.2,3.6,4,2.5,3.3
1193,China2009,84.6,64.15,6,7.2,7.9,4.5,9.2,6.1,8.5,7.2,8.9,9,6.8,3.3
1194,Colombia2009,89.2,78.64,7.5,8,7.2,4.3,8.5,8.5,7.9,6,7.2,6.9,9.2,8
1195,Comoros2009,86.3,46.04,7.5,7.9,5.5,7.8,6.3,6,8.7,8.7,7,7.4,3.7,9.8
1196,Costa Rica2009,52.5,76.39,2.2,3.2,4.1,5,6.7,4.7,4.1,4,3.5,5.7,4.5,4.8
1197,Cote d'Ivoire2009,102.5,58.38,8.5,8.5,9,8.3,8.1,8.4,9.1,8,8.5,8.6,7.8,9.7
1198,Croatia2009,60.1,80.64,4.3,4.3,5.4,5.9,5.5,4.8,4.5,3.9,4.7,4.9,6.1,5.8
1199,Cuba2009,80.6,78.87,7.5,7.1,5.5,6.3,6.8,7.2,7.5,5,7.4,6.9,5.9,7.5
1200,Cyprus2009,68.9,78.01,5.2,7.9,7.5,4,7.8,5.2,5.4,3.6,3.8,5,4.5,9
1201,Czech Republic2009,42.6,82.19,2,3.3,3.6,4.1,4.3,4.5,3.6,3.8,3.5,3.5,2.7,3.7
1202,Denmark2009,23.2,87.18,1.3,1,3,2.7,2.2,2,1.3,1.5,1.5,3,1.6,2.1
1203,Djibouti2009,80.6,40.45,6.2,6.9,5.7,6.6,6.3,5.2,7.4,7.5,6.2,8,6.4,8.2
1204,Dominican Republic2009,77.7,76.01,5.8,6.8,6,5.6,8,8.5,5.8,6.7,6.7,6.7,5.3,5.8
1205,Ecuador2009,81.2,68.08,6.8,7.8,6.3,6.4,8,7.3,7,6.8,6,6.5,6.3,6
1206,Egypt2009,89,64.19,6.2,8.1,8,7,7.6,6.2,8.6,6.4,8.4,7.6,6.9,8
1207,El Salvador2009,77.2,68.51,6.4,4.5,6.2,6.3,7.8,6.9,7,6.6,6.9,7.6,5.7,5.3
1208,Equatorial Guinea2009,88.3,64.11,8.6,8.6,6.8,4.4,9,7.4,9.4,8.6,9.2,8.3,2,6
1209,Eritrea2009,90.3,34.39,7.4,7.7,5.8,8.6,6,6.5,8.6,8.6,7.9,8.6,7,7.6
1210,Estonia2009,51.2,86.5,2.5,5.5,4.9,4.4,5.4,4,4.7,3.5,3.5,4.7,4.4,3.7
1211,Ethiopia2009,98.9,41.4,7.5,8.8,8.2,8.3,8.8,7.7,7.9,8.2,8.5,9.4,8,7.6
1212,Fiji2009,78.8,68.56,6.7,8.2,7.3,6.3,7.7,6.5,8.6,5,6.1,6.1,4.3,6
1213,Finland2009,19.2,90.47,0.9,0.9,1.2,2.4,1.9,2.1,0.9,1.1,1.7,2.5,1.6,2
1214,France2009,35.3,85.4,1.2,2,5.8,3.3,5.5,2,1.8,1.5,2.9,3.9,3,2.4
1215,Gabon2009,74.4,65.85,5.9,7.2,3,5.5,7.8,6,7.3,6.8,6.3,7.2,5.7,5.7
1216,Georgia2009,91.8,61.45,7.9,8.9,8.5,6,7.5,6,9,6.3,7.5,6.4,8.3,9.5
1217,Germany2009,36.2,80.91,2.1,1.8,4.9,3.2,4.9,2.8,2.3,1.9,2.5,3.5,3.9,2.4
1218,Ghana2009,66.2,55.05,2.4,4.2,5.4,5.5,6.6,8.1,5.3,7.2,4.7,7,5.1,4.7
1219,Greece2009,46.1,81.52,3.5,2,4.4,4,4.8,4.7,4.5,3.9,3.6,4.5,2.7,3.5
1220,Grenada2009,67.9,57.46,5.5,5.8,4.5,5.9,6.9,7.8,6.3,4.1,4.7,5.9,2.9,7.6
1221,Guatemala2009,80.6,68.03,7.1,6.3,6.7,6.6,8.2,6.7,7.1,6.6,7,7,5.8,5.5
1222,Guinea2009,104.6,49.34,9.4,9.2,8.2,8.7,8.9,8.6,9.8,9.2,9,8.5,7.1,8
1223,Guyana2009,73,69.85,6.8,5.1,6.1,6.6,7.9,7.9,6.7,5.5,5.4,6.3,3.5,5.2
1224,Haiti2009,101.8,40.53,8.4,8.3,7.3,8.9,8.2,8.6,9.2,9.5,8.5,9.3,5.8,9.8
1225,Honduras2009,77.2,68.68,6,6.1,5,7.2,8.5,6.3,7,7.1,6.3,7.8,4,5.9
1226,Hungary2009,50.7,79.64,2.1,5,3.4,5,6.1,5,5.5,3.8,3.5,3.5,3,4.8
1227,Iceland2009,29,88.14,1,2,1,6.7,2.5,3.2,2.2,1.4,2.1,1,0.9,5
1228,India2009,77.8,53.91,7.1,6,7.3,5,8.9,6.7,5.5,7,6,8.3,4.9,5.1
1229,Indonesia2009,84.1,62.79,7.3,7.3,6.3,6.9,8.1,7.2,6.7,6.7,6.7,7.3,6.7,6.9
1230,Iran2009,90,64,8.6,9.1,7.6,5.5,7.4,6.8,8.3,6,8.9,6.5,8.5,6.8
1231,Iraq2009,108.6,63.02,9.7,9.6,9.7,7.6,8.6,9.1,9,8.4,9.3,8.7,8.9,10
1232,Ireland2009,21.6,87.69,1.1,1.3,1,2.7,3,2,1.8,2.3,1.5,1.9,1.5,1.5
1233,Italy2009,43.9,82.03,4,3.7,4.5,4.4,4.7,3,4.3,2.8,2.6,3.8,3.7,2.4
1234,Jamaica2009,68.6,76.3,6,4,4.5,6.6,6.7,6.3,7,6.4,5.7,6.4,2.7,6.3
1235,Japan2009,31.2,80.17,2,2,3.8,3.1,2.5,2,2,1.2,3.4,4.2,1.1,3.9
1236,Jordan2009,77.9,69.54,6,6.5,6.8,6.5,7.4,5,6,5.4,6.9,6.7,7.9,6.8
1237,Kazakhstan2009,72.5,71.52,6.5,7.6,5.5,6.4,6.4,4,7.7,5.3,6.8,6,3.9,6.4
1238,Kenya2009,101.4,59.47,8,8.8,8.6,7.5,8.8,8.3,9,8,8.2,9,9,8.2
1239,Kuwait2009,63.4,57.16,5.1,7.2,5.1,3.5,6.1,4.3,6.5,3.5,6.9,5.7,4.2,5.3
1240,Kyrgyz Republic2009,89.1,71.46,7.7,7.3,7.2,7.6,8.3,7.5,8.3,6.5,7.6,8,5.3,7.8
1241,Laos2009,89,47.55,7.6,8.3,7,7.5,6,6.6,8.2,8,8.5,8.2,5.9,7.2
1242,Latvia2009,54.6,82.98,2.9,4.3,4.5,5.5,6.2,5,5.1,4.4,3.7,4.5,4.5,4
1243,Lebanon2009,93.5,65.76,9.1,9.1,9.2,6.3,7.4,7.2,7.8,6.2,6.9,7,9,8.3
1244,Lesotho2009,81.8,43.54,5.5,6.9,5.2,8.4,5.6,6.5,7.4,8.7,6.5,9.4,4.7,7
1245,Liberia2009,91.8,41.03,6.9,7.9,6.1,8.2,8.5,6.8,7,8.5,6.7,8.6,8,8.6
1246,Libya2009,69.4,61.94,5.4,7.1,5.8,5.5,7.1,4,7.1,4.2,8.1,5.9,4.2,5
1247,Lithuania2009,48,81.2,2.1,3,4.2,4.7,6.2,5.2,4.1,3.4,3.5,4.5,2.8,4.3
1248,Luxembourg2009,27.6,84.63,2,3.6,3.2,2.2,2.5,1.2,2.9,2.4,1.5,2.1,1.5,2.5
1249,Macedonia2009,74.4,72.85,5.8,6.7,7.5,6.3,7.3,6.9,7.4,4.8,5.3,5,4.6,6.8
1250,Madagascar2009,81.6,34.36,5.9,7.1,5.6,7.4,7.6,5,6.6,8.8,5.9,8.9,5,7.8
1251,Malawi2009,93.8,42.74,5.6,7.8,5.9,9.1,8.5,8.3,8.3,8.8,7.5,9.3,6.3,8.4
1252,Malaysia2009,68.9,77.33,6.1,6.1,6.2,4.7,6.9,3.8,6.1,5.2,6.5,6.5,5.2,5.6
1253,Maldives2009,78.8,55.21,6.3,7.4,5.2,6.7,5.2,7,7.2,7.3,7.5,6.5,6.5,6
1254,Mali2009,78.7,38.63,6.5,4,6.5,8.3,6.9,7.4,5.3,8.4,5.2,8.7,4.6,6.9
1255,Malta2009,48.8,86.83,4,1.7,4,3.9,4.6,4.3,4.3,3.5,3.6,3.9,6,5
1256,Mauritania2009,88.7,43.5,7.9,8,8.2,7.8,7,5,7,8.5,7.1,8.7,6.2,7.3
1257,Mauritius2009,44.7,73.92,3.6,3.3,3.5,4.3,5.9,2.4,5.3,4.4,3.9,3.9,1,3.2
1258,Mexico2009,75.4,71.85,7,5,5.9,6.1,8.2,7,6.8,6,5.5,7,4.3,6.6
1259,Moldova2009,85.1,73.28,8,8,7.1,6.8,7,8,8.1,6.7,7,6.6,4.2,7.6
1260,Mongolia2009,61.9,61.08,5,5.7,4.3,5.9,5.8,2.3,6.7,5.5,6.6,5.8,1.2,7.1
1261,Montenegro2009,58,74.73,4.7,6,6.4,4.6,4.6,2.5,4.7,4,5.5,5.1,4.1,5.8
1262,Morocco2009,77.1,71.47,5.1,6.2,6.8,6.5,7.8,6.2,7.4,6.5,6.7,7,6.7,4.2
1263,Mozambique2009,80.7,39.01,6,5.6,4.8,8,7.4,7.6,7.3,8.9,7.2,8.7,3.2,6
1264,Myanmar2009,101.5,47.97,8.4,8.7,8.9,8.2,9.5,6,9.5,9,9,9,8.8,6.5
1265,Namibia2009,75.6,68.03,5.8,3.6,5.8,6.1,9.1,7.7,5,7.1,6,7.7,5.5,6.2
1266,Nepal2009,95.4,48.36,8.1,8.4,8.7,8.5,9.3,6,8,7.4,8.7,8.3,6.8,7.2
1267,Netherlands2009,27,79.47,1,1.4,4.7,2.5,3.3,2.1,1.4,1.4,1.2,2.9,3.1,2
1268,New Zealand2009,23.3,86.21,1,1.2,3.2,3.6,4.2,2.3,1.1,1.4,1.7,1.3,1.2,1.1
1269,Nicaragua2009,82.6,62.51,6.5,7.2,6.3,7.7,8.1,6.9,7.1,7.8,5.8,7.4,5.2,6.6
1270,Niger2009,96.5,34.89,7.4,7.1,8.5,9.2,7.6,6.3,8.7,9.5,8.2,9.5,6.4,8.1
1271,Nigeria2009,99.8,53.23,9.4,9.6,9.7,6.6,9.5,8.3,9.2,9,8.6,8.5,5.3,6.1
1272,Norway2009,18.3,86.94,1.1,1.1,1.3,2.3,2.2,1.1,1,1.3,1.5,1.9,1.6,1.9
1273,Oman2009,47.2,58.4,5,6.6,3,4.4,2.3,1.3,6,4.5,6.4,4.5,1,2.2
1274,Pakistan2009,104.1,50.12,9.5,9.6,9.6,6.4,8.8,8.3,9.1,7.5,8.9,8.3,8.6,9.5
1275,Panama2009,59.7,77.26,5.1,3,4.6,5.6,7.3,5,4.7,5.5,4.7,6.6,3.4,4.2
1276,Papua New Guinea2009,84.1,42.41,6.7,7.1,7.3,6.8,8.9,7.6,7.7,8.1,6.5,7.5,4,5.9
1277,Paraguay2009,72,67.6,5.3,7.5,6.5,5.9,7.9,6,7.9,6,6.9,6.4,1.3,4.4
1278,Peru2009,77.1,71.37,7.2,6.9,6.4,5.6,8.2,7.3,6.9,6.3,5.5,6.6,4.5,5.7
1279,Philippines2009,85.8,71.82,7.7,7.9,7.5,6,7.6,7.2,8.5,6.1,7,7.2,6.3,6.8
1280,Poland2009,49.6,78.38,2.3,3.7,3.2,4.8,4.9,6.1,4.4,3.9,4,4.9,3,4.4
1281,Portugal2009,32.7,86,1.1,1.2,2.6,4.2,3.9,2.3,1.6,3.8,3.7,3.9,1.4,3
1282,Qatar2009,51.9,70.28,2.5,5,5.2,4.4,5.3,3.3,6.5,2.6,4.5,4.7,3.2,4.7
1283,Romania2009,61.3,76.87,4.3,5.1,5.5,5.3,5.8,5.1,6.2,5,4.5,5.6,3.4,5.5
1284,Russia2009,80.8,80.27,6.9,8,7.5,4.6,8.1,6.2,8,5.7,8.3,7,5.9,4.6
1285,Rwanda2009,89,49.72,4.6,8,8.7,7.5,7.3,7.2,7.9,7.3,7.3,9.3,6.9,7
1286,Samoa2009,71.4,67.42,6,5.5,5.2,5.8,6.8,8.2,6.6,5,4.7,6.5,3,8.1
1287,Sao Tome and Principe2009,76.7,39.6,5.6,6.3,5,7.9,6.1,7.3,7.3,7.5,5.3,8,4,6.4
1288,Saudi Arabia2009,77.5,70.65,8,7.8,8,2.7,7,3.4,8.4,4.3,8.9,6.5,6,6.5
1289,Senegal2009,74.2,63.11,5.9,4,6.3,6.5,7.5,5.6,6,7.3,6,7.4,6,5.7
1290,Seychelles2009,67.7,67.59,5.6,6,5,4.8,6.8,4.7,7.1,4.6,5.9,6.3,4.4,6.5
1291,Sierra Leone2009,92.1,40.48,6.1,7.7,6.6,8.6,8.4,8.5,7.4,8.7,7,8.9,6.9,7.3
1292,Singapore2009,33.8,90.78,1,4.1,3.1,3.2,3,2.7,4,1.5,4.3,3,1.1,2.8
1293,Slovenia2009,36.3,83,2.7,1.3,3.4,3.6,5.2,3.5,3,3.2,3.2,3.6,1.3,2.3
1294,Solomon Islands2009,89.6,43.18,7.2,8,7.5,8.3,8,5,8.3,8.4,7,8,5,8.9
1295,Somalia2009,114.7,27.09,10,10,9.7,9.5,7.7,8.5,10,9.9,9.9,9.8,9.9,9.8
1296,South Africa2009,67.4,68.52,4.3,5.9,5.3,4.6,8.5,4.3,5.5,5.7,4.5,8.4,7.4,3
1297,South Korea2009,41.6,70.83,1.4,3.6,4.1,2.1,2.4,5,4.1,2.2,2.7,4,3.5,6.5
1298,Spain2009,43.3,86.15,5.2,5.7,6.2,4,5.2,1.7,1.3,2.6,2.7,3.9,2.6,2.2
1299,Sri Lanka2009,96.7,64.14,9.2,9.2,9.8,6.1,8.5,6.9,9,6.6,8.5,7.5,9.3,6.1
1300,Sudan2009,112.4,39.4,9.7,9.5,9.9,7,9.6,9,9.8,9.5,9.8,9,9.8,9.8
1301,Suriname2009,73.2,66.91,6.2,5.8,6.2,6.3,7.9,6.9,6.7,5,6,6.2,3.9,6.1
1302,Swaziland2009,82.4,59.13,6.8,6.9,4,8,6,6,8.8,7.8,7.5,9.2,4,7.4
1303,Sweden2009,20.6,88.3,1.1,1.3,1.3,1.6,2.3,2,1,1.2,1.6,2.8,2.6,1.8
1304,Switzerland2009,21.2,84.45,1,1,2.9,2.1,2.6,2,1.2,1.6,1.7,2.6,1.3,1.2
1305,Syria2009,89.8,65.96,7.8,7.8,8.2,6.8,8,6.8,8.8,5.7,8.6,6.1,9.2,6
1306,Tajikistan2009,90.3,72.92,7.5,8.4,6.9,7.5,7.3,6.5,8.9,7.6,8.6,8.2,6.4,6.5
1307,Tanzania2009,81.1,53.56,5.4,6.3,6.6,7.5,6.9,6,6.7,8,5.8,8,7.1,6.8
1308,Thailand2009,79.2,69.07,7.5,8,8,3.8,7.7,4.5,8.2,5.4,6.9,6.9,6.5,5.8
1309,Timor-Leste2009,97.2,45.23,9,8.8,7.3,8.4,6.8,5.7,9.4,8.4,7,8.4,9,9
1310,Togo2009,87.2,40.64,7.4,7.3,5.8,8.2,7.5,6.9,7.5,8.3,7.6,7.9,6,6.8
1311,Trinidad and Tobago2009,66.7,76.99,5.7,5.6,4.9,4.5,7.6,7.1,6.1,5.4,5.6,5.8,3.1,5.3
1312,Tunisia2009,67.6,76.26,6.2,6,5.4,4.9,7.2,5.3,6.6,6.1,7.4,5.9,3.2,3.4
1313,Turkey2009,78.2,60.08,7,7.8,7.7,5.3,8,5,6.5,5.3,6,6.8,6.6,6.2
1314,Turkmenistan2009,84.3,70.76,7.6,7.7,6.5,6.9,7.6,5.6,8.5,7.2,8.9,7,4.8,6
1315,Uganda2009,96.9,55.12,8.2,8.2,8,7.6,8.7,6.5,8,8,7.7,8.7,9.3,8
1316,Ukraine2009,69.7,75.13,3.3,7.9,6.9,5.5,6.4,7.1,7.2,4.2,5.5,6.1,3,6.6
1317,United Arab Emirates2009,51.8,70.22,2.3,4,4.7,3.2,5.7,3.3,6.7,3.6,5.8,4.6,3.4,4.5
1318,United Kingdom2009,33.6,86.31,2.6,2.9,4.3,2.5,4.7,1.9,1.8,2.2,2.3,3.2,2.8,2.4
1319,Uruguay2009,41.2,73.52,3.3,2.5,2,4.1,5.2,5.8,2.8,3.6,2.5,4.7,1,3.7
1320,Uzbekistan2009,92.8,65.43,9,9,7.4,7.2,8.7,7,9,6.6,9.2,7.9,5.3,6.5
1321,Venezuela2009,79.5,73.06,6.9,7.7,7,5.3,8,6.9,7.2,5.9,7.3,6.8,5,5.5
1322,Yemen2009,98.1,46.77,8.4,9,7.7,8.2,8.9,7.4,8.3,8.5,7.7,8.8,7.9,7.3
1323,Zambia2009,84.2,60.7,5.2,5.7,5.3,8.5,7.1,7,7.8,8.4,5.6,9,7.1,7.5
1324,Zimbabwe2009,114,58.99,9.7,9.5,9.1,10,9.7,10,9.8,9.8,9.9,9.8,9.1,7.6
1325,Afghanistan2008,105.4,34.19,9.6,8.8,9.5,8.5,8.1,7,9.2,8.3,8.4,9.1,8.9,10
1326,Albania2008,69.7,66.58,5.5,5.7,5.4,6.3,6.1,7.5,7.2,5.9,5.4,6.2,2.7,5.8
1327,Algeria2008,77.8,71.14,6.7,6.2,7.2,4,7.3,5.9,7.5,6.8,7.6,6.1,6.8,5.7
1328,Angola2008,83.8,48.98,6.2,7.5,5.9,4,9,5,8.4,7.6,7.5,8.6,6.9,7.2
1329,Antigua and Barbuda2008,64.1,67.04,5.2,4.6,4.9,4.6,6.9,7.9,6,4.9,5.5,4.9,3.3,5.4
